name,category,match_type,value,source,mode,scope,evidence_level,support,confidence,notes,alias_group,tier,enabled_by_default,specificity,expected_frequency,recommended_action
CF:massbank_MSBNK-ACES_SU-AS000563_50_7123,CF,peak_mz,50.7123,MassBank record-derived,positive,Benzazepines; Dibenzazepines; Dibenzazepines,medium,1,observed,Trimipramine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.7100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000563_59_0686,CF,peak_mz,59.0686,MassBank record-derived,positive,Benzazepines; Dibenzazepines; Dibenzazepines,medium,1,observed,Trimipramine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:59.0700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000565_56_5249,CF,peak_mz,56.5249,MassBank record-derived,positive,Phenols; Benzenediols; Catechols,medium,1,observed,Dobutamine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.5250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000565_65_3234,CF,peak_mz,65.3234,MassBank record-derived,positive,Phenols; Benzenediols; Catechols,medium,1,observed,Dobutamine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:65.3250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000567_63_5586,CF,peak_mz,63.5586,MassBank record-derived,positive,Diazinanes; Piperazines; N-arylpiperazines,medium,1,observed,Pipemidic acid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:63.5600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000567_67_0276,CF,peak_mz,67.0276,MassBank record-derived,positive,Diazinanes; Piperazines; N-arylpiperazines,medium,1,observed,Pipemidic acid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:67.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000567_67_7156,CF,peak_mz,67.7156,MassBank record-derived,positive,Diazinanes; Piperazines; N-arylpiperazines,medium,1,observed,Pipemidic acid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:67.7150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000568_52_0612,CF,peak_mz,52.0612,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfadimethoxine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.0600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000568_54_1049,CF,peak_mz,54.1049,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfadimethoxine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.1050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000569_51_5539,CF,peak_mz,51.5539,MassBank record-derived,positive,Benzazepines; Dibenzazepines; Dibenzazepines,medium,1,observed,Clomipramine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.5550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000570_60_511,CF,peak_mz,60.511,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives",medium,1,observed,Valacyclovir; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:60.5100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000571_51_8126,CF,peak_mz,51.8126,MassBank record-derived,positive,Benzoxazepines; Dibenzoxazepines; Dibenzoxazepines,medium,1,observed,Loxapine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.8150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000571_70_4904,CF,peak_mz,70.4904,MassBank record-derived,positive,Benzoxazepines; Dibenzoxazepines; Dibenzoxazepines,medium,1,observed,Loxapine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:70.4900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000572_67_1708,CF,peak_mz,67.1708,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives",medium,1,observed,Tenoxicam; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:67.1700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000572_70_995,CF,peak_mz,70.995,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives",medium,1,observed,Tenoxicam; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:70.9950,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000573_52_7461,CF,peak_mz,52.7461,MassBank record-derived,positive,Steroids and steroid derivatives; Estrane steroids; Estrane steroids,medium,1,observed,Danazol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.7450,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000575_52_8149,CF,peak_mz,52.8149,MassBank record-derived,positive,"Linear 1,3-diarylpropanoids; None; Linear 1,3-diarylpropanoids",medium,1,observed,Propafenone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.8150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000575_61_6999,CF,peak_mz,61.6999,MassBank record-derived,positive,"Linear 1,3-diarylpropanoids; None; Linear 1,3-diarylpropanoids",medium,1,observed,Propafenone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:61.7000,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000576_51_9984,CF,peak_mz,51.9984,MassBank record-derived,positive,Benzene and substituted derivatives; Halobenzenes; Chlorobenzenes,medium,1,observed,Aceclofenac; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.0000,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000576_57_0279,CF,peak_mz,57.0279,MassBank record-derived,positive,Benzene and substituted derivatives; Halobenzenes; Chlorobenzenes,medium,1,observed,Aceclofenac; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:57.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000576_58_5986,CF,peak_mz,58.5986,MassBank record-derived,positive,Benzene and substituted derivatives; Halobenzenes; Chlorobenzenes,medium,1,observed,Aceclofenac; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.6000,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000577_65_3913,CF,peak_mz,65.3913,MassBank record-derived,positive,Benzene and substituted derivatives; Diphenylethers; Diphenylethers,medium,1,observed,Bumetanide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:65.3900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000578_51_9557,CF,peak_mz,51.9557,MassBank record-derived,positive,Thienothiazines; None; Thienothiazines,medium,1,observed,Brinzolamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.9550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000578_68_2685,CF,peak_mz,68.2685,MassBank record-derived,positive,Thienothiazines; None; Thienothiazines,medium,1,observed,Brinzolamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:68.2700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000578_71_0492,CF,peak_mz,71.0492,MassBank record-derived,positive,Thienothiazines; None; Thienothiazines,medium,1,observed,Brinzolamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:71.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000579_52_6458,CF,peak_mz,52.6458,MassBank record-derived,positive,Diazinanes; Piperazines; N-arylpiperazines,medium,1,observed,Terazosin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.6450,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000579_59_1733,CF,peak_mz,59.1733,MassBank record-derived,positive,Diazinanes; Piperazines; N-arylpiperazines,medium,1,observed,Terazosin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:59.1750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000580_62_491,CF,peak_mz,62.491,MassBank record-derived,positive,Azobenzenes; None; Azobenzenes,medium,1,observed,Sulfasalazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:62.4900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000580_67_0415,CF,peak_mz,67.0415,MassBank record-derived,positive,Azobenzenes; None; Azobenzenes,medium,1,observed,Sulfasalazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:67.0400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000580_69_8042,CF,peak_mz,69.8042,MassBank record-derived,positive,Azobenzenes; None; Azobenzenes,medium,1,observed,Sulfasalazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:69.8050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000581_58_0195,CF,peak_mz,58.0195,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Aromatic anilides,medium,1,observed,Phthalylsulfathiazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.0200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000581_78_3949,CF,peak_mz,78.3949,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Aromatic anilides,medium,1,observed,Phthalylsulfathiazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:78.3950,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000582_56_9923,CF,peak_mz,56.9923,MassBank record-derived,positive,Lactones; Delta valerolactones; Delta valerolactones,medium,1,observed,Simvastatin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.9900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000582_59_234,CF,peak_mz,59.234,MassBank record-derived,positive,Lactones; Delta valerolactones; Delta valerolactones,medium,1,observed,Simvastatin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:59.2350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000583_61_1124,CF,peak_mz,61.1124,MassBank record-derived,positive,Benzimidazoles; None; Benzimidazoles,medium,1,observed,Domperidone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:61.1100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000583_64_7345,CF,peak_mz,64.7345,MassBank record-derived,positive,Benzimidazoles; None; Benzimidazoles,medium,1,observed,Domperidone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:64.7350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000583_70_2204,CF,peak_mz,70.2204,MassBank record-derived,positive,Benzimidazoles; None; Benzimidazoles,medium,1,observed,Domperidone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:70.2200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000586_61_0079,CF,peak_mz,61.0079,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Benzenesulfonamides,medium,1,observed,Vardenafil; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:61.0100,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000587,NL,mass_diff,1.0053,MassBank record-derived,positive,Diazinanes; Piperazines; Phenylpiperazines,medium,1,observed,Terconazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000587_56_3918,CF,peak_mz,56.3918,MassBank record-derived,positive,Diazinanes; Piperazines; Phenylpiperazines,medium,1,observed,Terconazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.3900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000588_51_2651,CF,peak_mz,51.2651,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Benzoic acid esters,medium,1,observed,Benzonatate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.2650,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000588_56_1556,CF,peak_mz,56.1556,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Benzoic acid esters,medium,1,observed,Benzonatate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.1550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000588_58_7151,CF,peak_mz,58.7151,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Benzoic acid esters,medium,1,observed,Benzonatate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.7150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000589_50_1061,CF,peak_mz,50.1061,MassBank record-derived,positive,Coumarins and derivatives; Coumarin glycosides; Coumarin glycosides,medium,1,observed,Novobiocin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.1050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000589_55_3034,CF,peak_mz,55.3034,MassBank record-derived,positive,Coumarins and derivatives; Coumarin glycosides; Coumarin glycosides,medium,1,observed,Novobiocin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.3050,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000590,NL,mass_diff,1.0051,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Acetanilides,medium,1,observed,Iocetamic acid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000590_79_0417,CF,peak_mz,79.0417,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Acetanilides,medium,1,observed,Iocetamic acid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:79.0400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000590_102_4431,CF,peak_mz,102.4431,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Acetanilides,medium,1,observed,Iocetamic acid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:102.4450,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000591,NL,mass_diff,1.0042,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Halobenzoic acids and derivatives,medium,1,observed,Iopromide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000591_52_6199,CF,peak_mz,52.6199,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Halobenzoic acids and derivatives,medium,1,observed,Iopromide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.6200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000591_57_8095,CF,peak_mz,57.8095,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Halobenzoic acids and derivatives,medium,1,observed,Iopromide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:57.8100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000591_65_8504,CF,peak_mz,65.8504,MassBank record-derived,positive,Benzene and substituted derivatives; Benzoic acids and derivatives; Halobenzoic acids and derivatives,medium,1,observed,Iopromide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:65.8500,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000592,NL,mass_diff,1.0036,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Acetanilides,medium,1,observed,Iohexol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000592_59_982,CF,peak_mz,59.982,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Acetanilides,medium,1,observed,Iohexol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:59.9800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000593_50_9561,CF,peak_mz,50.9561,MassBank record-derived,positive,Azoles; Imidazoles; Substituted imidazoles,medium,1,observed,Ronidazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.9550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000593_54_0338,CF,peak_mz,54.0338,MassBank record-derived,positive,Azoles; Imidazoles; Substituted imidazoles,medium,1,observed,Ronidazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.0350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000593_55_0415,CF,peak_mz,55.0415,MassBank record-derived,positive,Azoles; Imidazoles; Substituted imidazoles,medium,1,observed,Ronidazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.0400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000594_54_2293,CF,peak_mz,54.2293,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Benzenesulfonamides,medium,1,observed,Sulfaguanidine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.2300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000594_58_9605,CF,peak_mz,58.9605,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Benzenesulfonamides,medium,1,observed,Sulfaguanidine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.9600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000596_57_0699,CF,peak_mz,57.0699,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylacetamides; Phenylacetamides,medium,1,observed,Bufexamac; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:57.0700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000596_64_9687,CF,peak_mz,64.9687,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylacetamides; Phenylacetamides,medium,1,observed,Bufexamac; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:64.9700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000597_58_635,CF,peak_mz,58.635,MassBank record-derived,positive,Naphthalenes; None; Naphthalenes,medium,1,observed,(S)-Naproxen; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.6350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000597_98_9699,CF,peak_mz,98.9699,MassBank record-derived,positive,Naphthalenes; None; Naphthalenes,medium,1,observed,(S)-Naproxen; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:98.9700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000598_55_6098,CF,peak_mz,55.6098,MassBank record-derived,positive,Azepanes; None; Azepanes,medium,1,observed,Meptazinol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.6100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000598_55_9471,CF,peak_mz,55.9471,MassBank record-derived,positive,Azepanes; None; Azepanes,medium,1,observed,Meptazinol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.9450,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000599_56_0492,CF,peak_mz,56.0492,MassBank record-derived,positive,Organooxygen compounds; Ethers; Alkyl aryl ethers,medium,1,observed,Epirizole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000599_82_0285,CF,peak_mz,82.0285,MassBank record-derived,positive,Organooxygen compounds; Ethers; Alkyl aryl ethers,medium,1,observed,Epirizole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:82.0300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000599_83_0238,CF,peak_mz,83.0238,MassBank record-derived,positive,Organooxygen compounds; Ethers; Alkyl aryl ethers,medium,1,observed,Epirizole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:83.0250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000600_51_3139,CF,peak_mz,51.3139,MassBank record-derived,positive,Quinolines and derivatives; Imidazoquinolines; Imidazoquinolines,medium,1,observed,Imiquimod; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.3150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000600_64_5054,CF,peak_mz,64.5054,MassBank record-derived,positive,Quinolines and derivatives; Imidazoquinolines; Imidazoquinolines,medium,1,observed,Imiquimod; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:64.5050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000601_53_5042,CF,peak_mz,53.5042,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfadiazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.5050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000601_58_9632,CF,peak_mz,58.9632,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfadiazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.9650,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000602_51_4558,CF,peak_mz,51.4558,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfathiazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.4550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000602_55_0184,CF,peak_mz,55.0184,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfathiazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.0200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000602_60_0981,CF,peak_mz,60.0981,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfathiazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:60.1000,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000603_52_4733,CF,peak_mz,52.4733,MassBank record-derived,positive,Isoindoles and derivatives; Isoindolines; Isoindolones,medium,1,observed,Thalidomide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.4750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000603_58_4543,CF,peak_mz,58.4543,MassBank record-derived,positive,Isoindoles and derivatives; Isoindolines; Isoindolones,medium,1,observed,Thalidomide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.4550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000604_50_4908,CF,peak_mz,50.4908,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfamerazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.4900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000604_52_1974,CF,peak_mz,52.1974,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfamerazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.1950,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000605_50_8343,CF,peak_mz,50.8343,MassBank record-derived,positive,Benzene and substituted derivatives; Anilides; Acetanilides,medium,1,observed,Practolol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.8350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000606_52_6822,CF,peak_mz,52.6822,MassBank record-derived,positive,Phenols; Tyrosols and derivatives; Tyrosols and derivatives,medium,1,observed,Metoprolol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.6800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000607_56_0255,CF,peak_mz,56.0255,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylpropylamines; Phenylpropylamines,medium,1,observed,Alverine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.0250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000607_59_2775,CF,peak_mz,59.2775,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylpropylamines; Phenylpropylamines,medium,1,observed,Alverine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:59.2800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000608_52_1983,CF,peak_mz,52.1983,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Promethazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.2000,extended,True,medium,medium,keep
